,secID,ticker,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating,endDate,TShEquity
0,000001.XSHE,000001,XSHE,1,主板,CNY,平安银行,平安银行股份有限公司,L,1991-04-03,,A,沪深A股,CHN,2,17170411400.0,16917989700.0,16917989700.0,广东省深圳市罗湖区深南东路5047号,人民币、外币存贷款;国际、国内结算;票据贴现;外汇买卖;提供担保及信用证服务;提供保管箱服务等。,2017-03-31,2.07739e+11
1,000002.XSHE,000002,XSHE,1,主板,CNY,万科A,万科企业股份有限公司,L,1991-01-29,,A,沪深A股,CHN,3,11039152001.0,11024023227.0,9709067759.0,广东省深圳市盐田区大梅沙环梅路33号万科中心,房地产业务及投资零售业务。,2017-03-31,1.61986016323e+11
2,000003.XSHE,000003,XSHE,1,主板,CNY,PT金田A,金田实业(集团)股份有限公司,DE,1991-07-03,2002-06-14,A,沪深A股,CHN,4,333433584.0,266045712.0,191808910.0,"广东省深圳市罗湖区嘉宾路2018号深华商业大厦19楼1909室,广东省深圳市盐田综合保税区金马创新产业园B栋九层",工业(包括但不限于纺织业、电子、建材、化工、家电、五金、珠宝、首饰)生产与经营；房地产开发与经营；进出口贸易；能源、交通运输；综合服务业(包括但不限于酒楼、旅馆、商品零售、咨询服务、财务顾问)。,2016-12-31,-1783189263.04
3,000004.XSHE,000004,XSHE,1,主板,CNY,国农科技,深圳中国农大科技股份有限公司,L,1991-01-14,,A,沪深A股,CHN,5,83976700.0,82963700.0,82963700.0,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,生物特征识别系统、生物制药的研发与销售、房地产开发和销售。,2017-03-31,176509855.96
4,000005.XSHE,000005,XSHE,1,主板,CNY,世纪星源,深圳世纪星源股份有限公司,L,1990-12-10,,A,沪深A股,CHN,6,1058536900.0,951222500.0,951222500.0,深圳市罗湖区深南东路2017号华乐大厦3楼,房地产、酒店式公寓管理、交通运输、商务咨询、软件开发、财经资讯等。,2017-03-31,1345628088.28
5,000006.XSHE,000006,XSHE,1,主板,CNY,深振业A,深圳市振业(集团)股份有限公司,L,1992-04-27,,A,沪深A股,CHN,7,1349995100.0,1344883900.0,1344883900.0,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,房地产开发与经营。,2017-03-31,5242470966.91
6,000007.XSHE,000007,XSHE,1,主板,CNY,全新好,深圳市全新好股份有限公司,L,1992-04-13,,A,沪深A股,CHN,8,346448000.0,308948000.0,308948000.0,深圳市福田区梅林街道梅康路8号理想时代大厦6楼,投资兴办实业(具体项目另外申报);国内商业、物资供销业(不含专营、专控、专卖商品);自有物业租赁;环保产品的技术开发;信息咨询(不含限制项目);项目投资(不含限制项目);房地产开发;酒店经营等。,2017-03-31,433004885.34
7,000008.XSHE,000008,XSHE,1,主板,CNY,神州高铁,神州高铁技术股份有限公司,L,1992-05-07,,A,沪深A股,CHN,9,2809078300.0,2010077700.0,2010077700.0,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,轨道交通安全检测监测技术、数据采集及分析技术和智能化维护技术的研发与应用。,2017-03-31,6194428445.6
8,000009.XSHE,000009,XSHE,1,主板,CNY,中国宝安,中国宝安集团股份有限公司,L,1991-06-25,,A,沪深A股,CHN,10,2149344900.0,2120065500.0,2120065500.0,广东省深圳市笋岗东路宝安广场A座28-29层,高新技术产业、生物医药业和房地产业的投资。,2017-03-31,8290465274.21
9,000010.XSHE,000010,XSHE,1,主板,CNY,美丽生态,深圳美丽生态股份有限公司,L,1995-10-27,,A,沪深A股,CHN,11,819854700.0,522171500.0,522171500.0,广东省深圳市福田区中心四路1-1号嘉里建设广场第三座3201室,"高新技术项目的开发及相关产品的技术服务,计算机网络系统工程、计算机软、硬件的技术开发、生产、安装及系统集成,电子技术产品的技术开发、生产,信息咨询服务。",2017-03-31,2196464576.56
10,000011.XSHE,000011,XSHE,1,主板,CNY,深物业A,深圳市物业发展(集团)股份有限公司,L,1992-03-30,,A,沪深A股,CHN,12,595979100.0,243467900.0,175862600.0,"广东省深圳市人民南路国贸大厦39,42层",房地产开发经营。,2017-03-31,2713299530.61
11,000012.XSHE,000012,XSHE,1,主板,CNY,南玻A,中国南玻集团股份有限公司,L,1992-02-28,,A,沪深A股,CHN,13,2075335600.0,2062598700.0,1300128700.0,广东省深圳市蛇口工业六路一号南玻大厦,"平板玻璃、工程玻璃等节能建筑材料,硅材料、光伏组件等可再生能源产品及超薄电子玻璃等新型材料和高科技产品的生产、制造和销售",2017-03-31,8307368588.0
12,000013.XSHE,000013,XSHE,1,主板,CNY,*ST石化A,深圳石化工业集团股份有限公司,DE,1992-05-06,2004-09-20,A,沪深A股,CHN,14,303354979.0,84084002.0,51324002.0,广东省深圳市深南中路2201号嘉麟豪庭B座1701,自营和代理第二第三类商品出口及省内进口业务；进出口商品的内销；本公司进出口商品的内销；化工新材料、精细化工、生物工程、化纤、塑料加工及相关产品的开发、销售；高新科技产品的开发；投资兴办实业。,2009-12-31,-3301857981.74
13,000014.XSHE,000014,XSHE,1,主板,CNY,沙河股份,沙河实业股份有限公司,L,1992-06-02,,A,沪深A股,CHN,15,201705200.0,201705200.0,201705200.0,广东省深圳市南山区白石路2222号沙河世纪楼,房地产开发与销售。,2017-03-31,791199499.08
14,000015.XSHE,000015,XSHE,1,主板,CNY,PT中浩A,深圳中浩(集团)股份有限公司,DE,1992-06-25,2001-10-22,A,沪深A股,CHN,16,157213420.0,48102600.0,26262600.0,广东省深圳市南山区文心三路九号中州控股中心B座2306,电子产品、通讯设备、家电电器、家俱、音箱、纸张、纸制品、日用化学品、鞋帽服装的购销及其他国内商业、物资供销业(不含专营专卖和专控商品)；从事自己开发建设项目的监理业务。,2017-03-31,2251086286.69
15,000016.XSHE,000016,XSHE,1,主板,CNY,深康佳A,康佳集团股份有限公司,L,1992-03-27,,A,沪深A股,CHN,17,2407945400.0,2407945400.0,1596593800.0,深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,"生产和销售黑白、彩色电视机收录机及音响,图文传真机、对讲机及电话等影视、音响、通讯产品。",2017-03-31,3348489913.53
16,000017.XSHE,000017,XSHE,1,主板,CNY,深中华A,深圳中华自行车(集团)股份有限公司,L,1992-03-31,,A,沪深A股,CHN,18,551347900.0,551343200.0,302980300.0,广东省深圳市笋岗东路3002号万通大厦1201室,为自行车、电动自行车及零配件的生产和销售.,2017-03-31,17639857.03
17,000018.XSHE,000018,XSHE,1,主板,CNY,神州长城,神州长城股份有限公司,L,1992-06-16,,A,沪深A股,CHN,19,1698245000.0,1017209200.0,753406000.0,北京市经济技术开发区锦绣街3号神州长城大厦,各类纯棉、纯麻、涤棉、麻棉、混纺高档面料以及成衣产品的印染生产、加工和销售业务。,2017-03-31,1918969592.51
18,000019.XSHE,000019,XSHE,1,主板,CNY,深深宝A,深圳市深宝实业股份有限公司,L,1992-10-12,,A,沪深A股,CHN,20,496782300.0,467713900.0,415964600.0,广东省深圳市南山区学府路科技园南区软件产业基地4栋B座8层,生产食品罐头、饮料、土产品;国内商业、物资供销业;进出口业务;房地产开发、经营。,2017-03-31,1038665620.28
19,000020.XSHE,000020,XSHE,1,主板,CNY,深华发A,深圳中恒华发股份有限公司,L,1992-04-28,,A,沪深A股,CHN,21,283161200.0,283161200.0,181165400.0,广东省深圳市南山区大冲商务中心2号楼33层,电路板生产、销售;精密注塑件、五金件(含工模具)的加工;物业租赁业务以及液晶显示器、彩色电视机的加工、销售。,2017-03-31,320119742.0
20,000021.XSHE,000021,XSHE,1,主板,CNY,深科技,深圳长城开发科技股份有限公司,L,1994-02-02,,A,沪深A股,CHN,22,1471259400.0,1469819100.0,1469819100.0,广东省深圳市福田区彩田路7006号,"开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、原器件、接插件和原材料,生产、经营家用商品电脑及电子玩具(以上生产项目均不含限制项目);金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统、办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程;商用机器(含税控设备、税控系统)、机顶盒、表计类产品(水表、气表等)、网络多媒体产品的开发、设计、生产、销售及服务;金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成;经营进出口业务;普通货运;房屋、设备及固定资产租赁。",2017-03-31,5679791704.73
21,000022.XSHE,000022,XSHE,1,主板,CNY,深赤湾A,深圳赤湾港航股份有限公司,L,1993-05-05,,A,沪深A股,CHN,23,644763730.0,644458630.0,464866050.0,广东省深圳市南山区招商街道赤湾石油大厦八楼,集装箱和散杂货物的港口装卸、仓储、运输及其它配套服务。,2017-03-31,5809157421.28
22,000023.XSHE,000023,XSHE,1,主板,CNY,深天地A,深圳市天地(集团)股份有限公司,L,1993-04-29,,A,沪深A股,CHN,24,138756200.0,138756200.0,138756200.0,广东省深圳市南山区高新技术产业园(北区)朗山路东物商业大楼10楼,"商品混凝土及其原材料的生产、销售,房地产开发、物业管理等。",2017-03-31,464655315.28
23,000024.XSHE,000024,XSHE,1,主板,CNY,招商地产,招商局地产控股股份有限公司,DE,1993-06-07,2015-12-30,A,沪深A股,CHN,25,2575950800.0,1238773800.0,1026416400.0,广东省深圳市南山区蛇口兴华路6号南海意库3号楼,房地产开发经营、科研技术服务、兴办实业(具体项目另行申报)。,2015-09-30,48169375472.0
24,000025.XSHE,000025,XSHE,1,主板,CNY,特力A,深圳市特力(集团)股份有限公司,L,1993-06-21,,A,沪深A股,CHN,26,297281600.0,220281600.0,193881600.0,广东省深圳市福田区深南中路中核大厦十五楼,汽车销售业务、汽车维修及检测业务、物业租赁服务业务。,2017-03-31,912168396.33
25,000026.XSHE,000026,XSHE,1,主板,CNY,飞亚达A,飞亚达(集团)股份有限公司,L,1993-06-03,,A,沪深A股,CHN,27,438744800.0,438695100.0,357047100.0,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,"钟表及其零配件的设计开发、制造销售和自营进出口业务,同时还涉及商业、餐饮业、物业管理等多种产业,公司的主导产品为“飞亚达”牌手表。",2017-03-31,2424552148.52
26,000027.XSHE,000027,XSHE,1,主板,CNY,深圳能源,深圳能源集团股份有限公司,L,1993-09-03,,A,沪深A股,CHN,28,3964491600.0,3964491600.0,3964491600.0,"广东省深圳市福田区深南中路2068号华能大厦5,33,35-36,38-41层","各种常规能源和新能源的开发、生产、购销;投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等;投资和经营与能源相配套的地产、房产业和租赁等产业;投资和经营能提高能源使用效益的高科技产业;经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等;各种能源工程项目的设计、施工、管理和经营,以及与能源工程相关的人员培训、咨询及其他相关服务业务;环保技术的开发、转让和服务;物业管理、自有物业租赁;能提高社会经济效益的其他业务。",2017-03-31,24941467838.3
27,000028.XSHE,000028,XSHE,1,主板,CNY,国药一致,国药集团一致药业股份有限公司,L,1993-08-09,,A,沪深A股,CHN,29,428127000.0,362630000.0,307744400.0,广东省深圳市福田区八卦四路15号一致药业大厦,"药品的研发、生产,中西成药、中药材、生物制品、生化药品、保健品、医疗器械的批发销售和连锁零售。",2017-03-31,9208488864.79
28,000029.XSHE,000029,XSHE,1,主板,CNY,深深房A,深圳经济特区房地产(集团)股份有限公司,L,1993-09-15,,A,沪深A股,CHN,30,1011660000.0,1011660000.0,891660000.0,广东省深圳市人民南路深房广场47楼,房地产开发及商品房销售、物业租赁及管理、商品零售及贸易、酒店业务、设备安装及维修、建筑、室内装修等业务。,2017-03-31,2551114530.84
29,000030.XSHE,000030,XSHE,1,主板,CNY,富奥股份,富奥汽车零部件股份有限公司,L,1993-09-29,,A,沪深A股,CHN,31,1293251600.0,1279719500.0,1245563100.0,吉林省长春市汽车经济技术开发区东风南街777号,汽车零部件及相关产品的研究、设计、制造;国内销售及售后服务;进出口业务;设备及工艺装备的设计、制造及相关服务;租赁业务、物业服务业务(需凭有效资质证书经营);仓储和配送业务及相关服务。,2017-03-31,5995622991.82
30,000031.XSHE,000031,XSHE,1,主板,CNY,中粮地产,中粮地产(集团)股份有限公司,L,1993-10-08,,A,沪深A股,CHN,32,1813731600.0,1813720100.0,1813720100.0,广东省深圳市福田区福华一路1号大中华国际交易广场35层,商品房开发与销售、物业租赁、来料加工业。,2017-03-31,10903311584.9
31,000032.XSHE,000032,XSHE,1,主板,CNY,深桑达A,深圳市桑达实业股份有限公司,L,1993-10-28,,A,沪深A股,CHN,33,422254100.0,279435900.0,279435900.0,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,电子设备、电子元器件、电子消费通信产品的生产、销售及房地产开发。,2017-03-31,1569494244.31
32,000033.XSHE,000033,XSHE,1,主板,CNY,新都退,深圳新都酒店股份有限公司,L,1994-01-03,,A,沪深A股,CHN,34,429720000.0,429720000.0,429720000.0,广东省深圳市春风路一号新都酒店28楼,酒店业务及其附属设施业务。,2017-03-31,23704158.6
33,000034.XSHE,000034,XSHE,1,主板,CNY,神州数码,神州数码集团股份有限公司,L,1994-05-09,,A,沪深A股,CHN,35,654070500.0,357969300.0,357969300.0,北京市海淀区上地九街九号数码科技广场神州数码集团股份有限公司证券部,消费电子分销业务和企业IT产品分销业务,2017-03-31,2746727874.74
34,000035.XSHE,000035,XSHE,1,主板,CNY,中国天楹,中国天楹股份有限公司,L,1994-04-08,,A,沪深A股,CHN,36,1238557700.0,1168125800.0,1168125800.0,江苏省南通市海安县城黄海大道(西)268号,自产产品出口和生产所需原辅材料、机械设备及零配件的进口业务;电子信息、医疗设备、高新材料、能源工程、生物工程、海洋工程等高新技术产品的开发;兴办实业(具体项目另报);各类经济信息咨询服务(不含限制项目);开发、生产、销售数字移动电话机。,2017-03-31,2085207861.01
35,000036.XSHE,000036,XSHE,1,主板,CNY,华联控股,华联控股股份有限公司,L,1994-06-17,,A,沪深A股,CHN,37,1141487700.0,1128260200.0,1128260200.0,广东省深圳市深南中路2008号华联大厦11层,房地产开发及自有物业租赁管理业务。,2017-03-31,4782507880.34
36,000037.XSHE,000037,XSHE,1,主板,CNY,深南电A,深圳南山热电股份有限公司,L,1994-07-01,,A,沪深A股,CHN,38,602762600.0,602749600.0,338895200.0,"广东省深圳市南山区华侨城汉唐大厦16,17楼",电力生产。,2017-03-31,1990339558.82
37,000038.XSHE,000038,XSHE,1,主板,CNY,深大通,深圳大通实业股份有限公司,L,1994-08-08,,A,沪深A股,CHN,39,326735900.0,49279200.0,49279200.0,广东省深圳市福田区深南大道6023号耀华创建大厦904-905,房地产开发和经营。,2017-03-31,5208753546.67
38,000039.XSHE,000039,XSHE,1,主板,CNY,中集集团,中国国际海运集装箱(集团)股份有限公司,L,1994-04-08,,A,沪深A股,CHN,40,2979365000.0,2978665500.0,1262088900.0,广东省深圳市南山区蛇口港湾大道2号中集研发中心,制造修理集装箱及其有关业务。,2017-03-31,39851617000.0
39,000040.XSHE,000040,XSHE,1,主板,CNY,东旭蓝天,东旭蓝天新能源股份有限公司,L,1994-08-08,,A,沪深A股,CHN,41,1337173300.0,466733400.0,466733400.0,广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,"房地产,光伏发电",2017-03-31,10980427119.5
40,000042.XSHE,000042,XSHE,1,主板,CNY,中洲控股,深圳市中洲投资控股股份有限公司,L,1994-09-21,,A,沪深A股,CHN,42,664831200.0,484514600.0,484514600.0,深圳市福田区百花五路长源楼,房地产开发与经营。,2017-03-31,5887787187.16
41,000043.XSHE,000043,XSHE,1,主板,CNY,中航地产,中航地产股份有限公司,L,1994-09-28,,A,沪深A股,CHN,43,666961500.0,666780700.0,666780700.0,广东省深圳市福田区振华路163号飞亚达大厦六楼,"第三产业,旅游服务业(包括四星级酒店、酒楼、干洗公司)、工业实业(自行车制造)、房地产(包括物业管理)三业",2017-03-31,4622240172.52
42,000045.XSHE,000045,XSHE,1,主板,CNY,深纺织A,深圳市纺织(集团)股份有限公司,L,1994-08-15,,A,沪深A股,CHN,44,506521900.0,506452100.0,457021800.0,广东省深圳市福田区华强北路3号深纺大厦6楼,公司主要从事纺织服装、LCD用偏光片及其相关产品的生产与贸易和物业租赁管。,2017-03-31,3440994262.22
43,000046.XSHE,000046,XSHE,1,主板,CNY,泛海控股,泛海控股股份有限公司,L,1994-09-12,,A,沪深A股,CHN,45,5196200700.0,5092942500.0,5092942500.0,北京市东城区建国门内大街28号民生金融中心C座22层,房地产开发经营、项目投资。,2017-03-31,25249812774.0
44,000047.XSHE,000047,XSHE,1,主板,CNY,ST中侨,深圳市中侨发展股份有限公司,DE,1994-10-21,2003-05-30,A,沪深A股,CHN,46,120404582.0,32924582.0,32924582.0,广东省深圳市南山区华侨城东部工业区东北A区3栋首层,制造、加工机械设备、电子产品、新型材料、纺织品、服装、建筑材料；国内商业、物资供销业(不含专营、专控、专卖商品)；开发激光技术、生物工程技术、经济信息咨询。,2017-03-31,-745915206.74
45,000048.XSHE,000048,XSHE,1,主板,CNY,康达尔,深圳市康达尔(集团)股份有限公司,L,1994-11-01,,A,沪深A股,CHN,47,390768700.0,381981100.0,381981100.0,广东省深圳市福田区深南大道和泰然大道交汇处绿景纪元大厦24楼,养殖肉鸡、鸡苗、禽蛋、肉猪、种猪;生产销售饲料;国内商业、物资供销业(不含专营、专控、专卖商品);房地产开发;交通运输;自来水供应;电力开发、电力工程引进等。,2017-03-31,796831623.74
46,000049.XSHE,000049,XSHE,1,主板,CNY,德赛电池,深圳市德赛电池科技股份有限公司,L,1995-03-20,,A,沪深A股,CHN,48,205243700.0,205243700.0,205243700.0,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦26楼,生产销售高科技电池类产品。,2017-03-31,1590354767.8
47,000050.XSHE,000050,XSHE,1,主板,CNY,深天马A,天马微电子股份有限公司,L,1995-03-15,,A,沪深A股,CHN,49,1401098700.0,1212446900.0,1212446900.0,广东省深圳市南山区马家龙工业城64栋7层,制造销售各类液晶显示器及与之相关的材料、设备和产品;普通货运;货物、技术进出口业务。,2017-03-31,13999600306.9
48,000055.XSHE,000055,XSHE,1,主板,CNY,方大集团,方大集团股份有限公司,L,1996-04-15,,A,沪深A股,CHN,50,1183642300.0,1133906800.0,629980000.0,广东省深圳市高新技术产业园南区科技南十二路方大科技大厦,建筑幕墙系统及材料、轨道交通设备(地铁屏蔽门等)。,2017-03-31,2370541439.19
49,000056.XSHE,000056,XSHE,1,主板,CNY,皇庭国际,深圳市皇庭国际企业股份有限公司,L,1996-07-08,,A,沪深A股,CHN,51,1147784900.0,529345800.0,286111200.0,广东省深圳市福田区金田路2028号皇岗商务中心58楼,"投资、经纪及金融,私人财务,护老服务,物业租赁,销售物业及与物业有关之投资。",2017-03-31,5573974765.36
50,000058.XSHE,000058,XSHE,1,主板,CNY,深赛格,深圳赛格股份有限公司,L,1996-12-26,,A,沪深A股,CHN,52,1235656300.0,784732600.0,538271300.0,广东省深圳市福田区华强北路群星广场A座三十一楼,电子专业市场及其配套项目的开发及经营、物业租赁服务业务、贸易及渠道业务、电子商务、小额贷款增值业务以及酒店业务等,2017-03-31,2367805514.49
51,000059.XSHE,000059,XSHE,1,主板,CNY,华锦股份,北方华锦化学工业股份有限公司,L,1997-01-30,,A,沪深A股,CHN,53,1599442500.0,1399971000.0,1399971000.0,辽宁省盘锦市双台子区红旗大街,由聚烯烃产品、油品、液化产品、尿素和精细化工产品构成。,2017-03-31,11558924625.4
52,000060.XSHE,000060,XSHE,1,主板,CNY,中金岭南,深圳市中金岭南有色金属股份有限公司,L,1997-01-23,,A,沪深A股,CHN,54,2212627900.0,2211589300.0,2211589300.0,广东省深圳市福田区深南大道6013号中国有色大厦24-26楼,有色金属铅锌的采、选、冶、加工及电池锌粉等储能材料生产、铝型材加工、幕墙安装工程、出租汽车营运、房地产开发等。,2017-03-31,8468357437.4
53,000061.XSHE,000061,XSHE,1,主板,CNY,农产品,深圳市农产品股份有限公司,L,1997-01-10,,A,沪深A股,CHN,55,1696964100.0,1691538600.0,1691538600.0,广东省深圳市福田区深南大道7028号时代科技大厦13楼,"开发、建设、经营、管理农产品批发市场,经营管理市场租售业务,提供市场交易服务;经营农产品、水产品的批发、连锁经营和进出口业务等。",2017-03-31,6277810505.52
54,000062.XSHE,000062,XSHE,1,主板,CNY,深圳华强,深圳华强实业股份有限公司,L,1997-01-30,,A,沪深A股,CHN,56,721316800.0,666949800.0,666949800.0,广东省深圳市福田区华强北路华强广场A座5楼,"面向电子信息产业,建设以专业市场为基础、以交易为核心、以网络技术为支撑的高端服务业综合平台。",2017-03-31,4228884512.2
55,000063.XSHE,000063,XSHE,1,主板,CNY,中兴通讯,中兴通讯股份有限公司,L,1997-11-18,,A,沪深A股,CHN,57,4184628100.0,4179807200.0,3424304700.0,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,"投资兴办实业,电子及通信设备零部件的销售。",2017-03-31,41706963000.0
56,000065.XSHE,000065,XSHE,1,主板,CNY,北方国际,北方国际合作股份有限公司,L,1998-06-05,,A,沪深A股,CHN,58,513003600.0,400510700.0,400510700.0,北京市石景山区政达路6号院北方国际大厦19-22层,各类型工业、能源、交通、民用工程建设项目的施工总承包。,2017-03-31,3734625079.69
57,000066.XSHE,000066,XSHE,1,主板,CNY,中国长城,中国长城科技集团股份有限公司,L,1997-06-26,,A,沪深A股,CHN,59,2944069500.0,2491027800.0,2491027800.0,广东省深圳市南山区科技工业园长城计算机大厦,"电子计算机硬件、软件系统及网络系统、电子产品、液晶电视、等离子电视、电话机的技术开发、生产销售及售后服务,并提供相关的技术和咨询服务等多类业务。",2017-03-31,7361884233.22
58,000068.XSHE,000068,XSHE,1,主板,CNY,华控赛格,深圳华控赛格股份有限公司,L,1997-06-11,,A,沪深A股,CHN,60,1006671500.0,896671500.0,896671500.0,广东省深圳市大工业区兰竹东路23号,彩色显像管、显示管玻壳的设计、制造和销售。,2017-03-31,949646511.06
59,000069.XSHE,000069,XSHE,1,主板,CNY,华侨城A,深圳华侨城股份有限公司,L,1997-09-10,,A,沪深A股,CHN,61,8205681400.0,6124149500.0,6124149500.0,广东省深圳市南山区华侨城集团办公大楼,旅游综合、房地产和纸包装业务。,2017-03-31,49210231944.4
60,000070.XSHE,000070,XSHE,1,主板,CNY,特发信息,深圳市特发信息股份有限公司,L,2000-05-11,,A,沪深A股,CHN,62,626994700.0,541850900.0,541850900.0,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,"经营光缆、光纤、通信设备、电子元器件,核心业务是光缆、通信设备、铝电解电容器的生产和销售,辅助业务有系统集成、通信工程的安装调试、维护与服务等。",2017-03-31,2103472319.83
61,000078.XSHE,000078,XSHE,1,主板,CNY,海王生物,深圳市海王生物工程股份有限公司,L,1998-12-18,,A,沪深A股,CHN,63,2648210800.0,1856654700.0,1856654700.0,广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,医药制造和医药商业流通。,2017-03-31,6030959300.0
62,000088.XSHE,000088,XSHE,1,主板,CNY,盐田港,深圳市盐田港股份有限公司,L,1997-07-28,,A,沪深A股,CHN,64,1942200000.0,1942200000.0,1942200000.0,广东省深圳市盐田区盐田港海港大厦十八层--十九层,"集装箱码头装卸,高速公路、隧道疏港运输,商品混凝土供应,仓储,集装箱运输经营等。",2017-03-31,6604245382.86
63,000089.XSHE,000089,XSHE,1,主板,CNY,深圳机场,深圳市机场股份有限公司,L,1998-04-20,,A,沪深A股,CHN,65,2050769500.0,2050769500.0,2050769500.0,广东省深圳市宝安国际机场T3商务办公楼A座,航空客货地面运输及过港保障与服务。,2017-03-31,10866980749.9
64,000090.XSHE,000090,XSHE,1,主板,CNY,天健集团,深圳市天健(集团)股份有限公司,L,1999-07-21,,A,沪深A股,CHN,66,1197785600.0,773542100.0,773542100.0,"广东省深圳市福田区滨河大道5020号证券大厦20,21,23,24层",市政工程、建筑施工、房地产开发和城市基础设施的投资开发,2017-03-31,6655090349.45
65,000096.XSHE,000096,XSHE,1,主板,CNY,广聚能源,深圳市广聚能源股份有限公司,L,2000-07-24,,A,沪深A股,CHN,67,528000000.0,510848000.0,510848000.0,广东省深圳市南山区海德三道天利中央商务广场22楼,石油制品液化石油气经销及电力投资。,2017-03-31,2342816599.03
66,000099.XSHE,000099,XSHE,1,主板,CNY,中信海直,中信海洋直升机股份有限公司,L,2000-07-31,,A,沪深A股,CHN,68,606070400.0,606070400.0,606070400.0,广东省深圳市南山区南海大道3533号深圳直升机场,为国内外用户提供海洋石油直升机飞行服务及其他通用航空业务,2017-03-31,2887961254.52
67,000100.XSHE,000100,XSHE,1,主板,CNY,TCL集团,TCL集团股份有限公司,L,2004-01-30,,A,沪深A股,CHN,69,12213681700.0,9001356700.0,9001356700.0,广东省惠州市仲恺高新区惠风三路17号TCL科技大厦,"产业架构为“4+6”,4个核心产业为TCL多媒体、TCL通讯、TCL家电集团和华星光电,6个其他业务单位为系统科技事业本部、泰科立集团、新兴业务群、投资业务群、翰林汇公司和房地产公司。",2017-03-31,46979762679.0
68,000150.XSHE,000150,XSHE,1,主板,CNY,宜华健康,宜华健康医疗股份有限公司,L,2000-08-07,,A,沪深A股,CHN,70,447804900.0,353932800.0,353932800.0,广东省汕头市澄海区文冠路口右侧宜都花园,房地产开发与销售。,2017-03-31,2551151518.21
69,000151.XSHE,000151,XSHE,1,主板,CNY,中成股份,中成进出口股份有限公司,L,2000-09-06,,A,沪深A股,CHN,71,295980000.0,266544000.0,266544000.0,北京市东城区安定门西滨河路9号,成套设备与技术进出口、一般贸易和境外实业投资和项目管理等业务。,2017-03-31,1036713020.81
70,000153.XSHE,000153,XSHE,1,主板,CNY,丰原药业,安徽丰原药业股份有限公司,L,2000-09-20,,A,沪深A股,CHN,72,312141200.0,311977200.0,311977200.0,安徽省合肥市包河工业区大连路16号,主营业务范围包括生物药、中药、化学合成药及其制剂等方面的研究、开发、生产和销售。,2017-03-31,1156606737.2
71,000155.XSHE,000155,XSHE,1,主板,CNY,*ST川化,川化股份有限公司,S,2000-09-26,,A,沪深A股,CHN,73,1270000000.0,937200000.0,937200000.0,四川省成都市青白江区大弯镇团结路311号,合成氨、尿素、硝酸铵、三聚氰胺、硫酸、浓硝酸、硫酸钾、过氧化氢、液体二氧化碳、催化剂等化肥、化工产品的生产和销售。,2017-03-31,2879425202.81
72,000156.XSHE,000156,XSHE,1,主板,CNY,华数传媒,华数传媒控股股份有限公司,L,2000-09-06,,A,沪深A股,CHN,74,1433351900.0,993624300.0,993624300.0,浙江省杭州市滨江区长江路79号华数白马湖数字电视产业园B座,杭州地区有线电视网络运营和面向全国的互动电视、手机电视、互联网电视、互联网视频、广告等传媒信息服务业。,2017-03-31,10215345083.5
73,000157.XSHE,000157,XSHE,1,主板,CNY,中联重科,中联重科股份有限公司,L,2000-10-12,,A,沪深A股,CHN,75,7625287200.0,7614004200.0,6225797100.0,湖南省长沙市银盆南路361号,"公司属于工程机械制造业,公司目前主营工程机械产品及配件的开发、制造和销售,主要生产拖式混凝土输送泵、混凝土泵车等混凝土机械,全液压振动压路机、沥青摊铺机等路面施工机械,道路清扫车等市政环卫机械,塔式起重机,汽车起重机等起重机械。",2017-03-31,37960563806.5
74,000158.XSHE,000158,XSHE,1,主板,CNY,常山股份,石家庄常山纺织股份有限公司,L,2000-07-24,,A,沪深A股,CHN,76,1271442300.0,780740000.0,780740000.0,河北省石家庄市和平东路183号,棉纱布、涤棉纱布和印染布的生产销售;自产产品和技术的进出口业务;棉花收购加工;棉花批发、零售。,2017-03-31,5731997940.09
