,secID,ticker,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating,endDate,TShEquity
1689,300305.XSHE,300305,XSHE,2,创业板,CNY,裕兴股份,江苏裕兴薄膜科技股份有限公司,L,2012-03-29,,A,沪深A股,CHN,38109,289789000.0,163414900.0,163414900.0,江苏省常州市钟楼经济开发区童子河西路8-8号,中厚型特种功能性聚酯薄膜的研发、生产和销售。,2017-03-31,1413375044.64
1690,300306.XSHE,300306,XSHE,2,创业板,CNY,远方光电,杭州远方光电信息股份有限公司,L,2012-03-29,,A,沪深A股,CHN,65425,287473400.0,119586700.0,119586700.0,浙江省杭州市滨江区滨康路669号,从事检测信息设备的研发、生产和销售以及提供综合检测解决方案,2017-03-31,1883857865.11
1691,300307.XSHE,300307,XSHE,2,创业板,CNY,慈星股份,宁波慈星股份有限公司,L,2012-03-29,,A,沪深A股,CHN,65325,802000000.0,793222700.0,793222700.0,浙江省慈溪市庵东工业区纬三路西,电脑针织机械的研发、生产和销售。,2017-03-31,4009078329.18
1692,300308.XSHE,300308,XSHE,2,创业板,CNY,中际装备,山东中际电工装备股份有限公司,L,2012-04-10,,A,沪深A股,CHN,65680,216010800.0,214545900.0,214545900.0,山东省龙口市诸由观镇驻地,电机绕组制造装备的研发、设计、生产和销售。,2017-03-31,551420221.1
1693,300309.XSHE,300309,XSHE,2,创业板,CNY,吉艾科技,吉艾科技(北京)股份公司,L,2012-04-10,,A,沪深A股,CHN,65368,484026000.0,219321600.0,219321600.0,北京市朝阳区中汇广场A座801,"石油测井仪器的研发、生产、销售和现场技术服务,以及利用测井仪器为油田客户提供测井工程服务。",2017-03-31,1682068436.89
1694,300310.XSHE,300310,XSHE,2,创业板,CNY,宜通世纪,广东宜通世纪科技股份有限公司,L,2012-04-25,,A,沪深A股,CHN,65324,838427800.0,581768100.0,581768100.0,广东省广州市天河区科韵路16号广州信息港A栋12楼,覆盖通信网络工程服务、通信网络维护服务、通信网络优化服务和系统解决方案业务。,2017-03-31,2409639264.18
1695,300311.XSHE,300311,XSHE,2,创业板,CNY,任子行,任子行网络技术股份有限公司,L,2012-04-25,,A,沪深A股,CHN,65618,448009400.0,220529900.0,220529900.0,广东省深圳市南山区高新区科技中2路软件园2栋6楼,"网络内容与行为审计和监管产品的研发、生产和销售,并提供安全集成、安全审计相关服务。",2017-03-31,1196594535.0
1696,300312.XSHE,300312,XSHE,2,创业板,CNY,邦讯技术,邦讯技术股份有限公司,L,2012-05-08,,A,沪深A股,CHN,65694,320040000.0,176490000.0,176490000.0,北京市海淀区四季青镇杏石口路中部80号益园文化创意产业基地A区4号楼,"无线网络优化系统业务,包括系统集成、设备销售和代维服务。",2017-03-31,849495899.06
1697,300313.XSHE,300313,XSHE,2,创业板,CNY,天山生物,新疆天山畜牧生物工程股份有限公司,L,2012-04-25,,A,沪深A股,CHN,65596,197352800.0,182044600.0,182044600.0,新疆维吾尔自治区昌吉市延安北路198号东方广场写字楼20楼,"牛的品种改良业务,依托生物遗传技术,为我国畜牧行业提供优质冻精、胚胎等遗传物质及相关服务。",2017-03-31,398350013.95
1698,300314.XSHE,300314,XSHE,2,创业板,CNY,戴维医疗,宁波戴维医疗器械股份有限公司,L,2012-05-08,,A,沪深A股,CHN,65597,288000000.0,189128600.0,189128600.0,浙江省宁波市象山经济开发区滨海工业园金兴路35号,婴儿保育设备研发、生产、销售。,2017-03-31,768702737.29
1699,300315.XSHE,300315,XSHE,2,创业板,CNY,掌趣科技,北京掌趣科技股份有限公司,L,2012-05-11,,A,沪深A股,CHN,65696,2770874800.0,2642640000.0,2642640000.0,北京市海淀区宝盛南路1号院奥北科技园领智中心C座,"公司的主营业务为游戏的开发、发行与运营,目前主要包括移动终端游戏、互联网页面游戏及其周边产品的产品开发、发行推广和运营维护等。",2017-03-31,8642114760.81
1700,300316.XSHE,300316,XSHE,2,创业板,CNY,晶盛机电,浙江晶盛机电股份有限公司,L,2012-05-11,,A,沪深A股,CHN,66163,985075500.0,920918700.0,920918700.0,浙江省杭州市余杭区五常街道创智一号2号楼,晶体生长设备及其控制系统的研发、制造和销售,2017-03-31,3506761865.88
1701,300317.XSHE,300317,XSHE,2,创业板,CNY,珈伟股份,深圳珈伟光伏照明股份有限公司,L,2012-05-11,,A,沪深A股,CHN,65693,854487300.0,260717100.0,260717100.0,"广东省深圳市南山区科苑南路3099号中国储能大厦33层A,B,D",光伏照明产品的研发、生产与销售。,2017-03-31,4659963945.99
1702,300318.XSHE,300318,XSHE,2,创业板,CNY,博晖创新,北京博晖创新光电技术股份有限公司,L,2012-05-23,,A,沪深A股,CHN,2269,821410100.0,569743700.0,569743700.0,北京市昌平区生命园路9号院,临床检验快速检测技术的研发及应用产品系统(含检测仪器、检测试剂、校准品等)的开发、生产和销售。,2017-03-31,1551653318.54
1703,300319.XSHE,300319,XSHE,2,创业板,CNY,麦捷科技,深圳市麦捷微电子科技股份有限公司,L,2012-05-23,,A,沪深A股,CHN,66174,704329100.0,433297100.0,433297100.0,深圳市坪山区坑梓街道新乔围工业区新发路5号,片式电感及片式LTCC射频元器件等新型片式被动电子元器件的研发、生产及销售,2017-03-31,2252945137.84
1704,300320.XSHE,300320,XSHE,2,创业板,CNY,海达股份,江阴海达橡塑股份有限公司,L,2012-06-01,,A,沪深A股,CHN,65595,293348000.0,236066300.0,236066300.0,江苏省江阴市周庄镇云顾路585号,橡胶零配件的研发、生产和销售,2017-03-31,873883944.7
1705,300321.XSHE,300321,XSHE,2,创业板,CNY,同大股份,山东同大海岛新材料股份有限公司,L,2012-05-23,,A,沪深A股,CHN,37710,88800000.0,81876900.0,81876900.0,山东省昌邑市同大街522号,"以超细纤维人工革生产、销售为主营业务,细分品种大类为超纤基布、超纤绒面革、超纤光面革等。",2017-03-31,581258085.87
1706,300322.XSHE,300322,XSHE,2,创业板,CNY,硕贝德,惠州硕贝德无线科技股份有限公司,L,2012-06-08,,A,沪深A股,CHN,66148,407516900.0,362187900.0,362187900.0,广东省惠州市东江高新区上霞片区SX-01-02号,无线通信终端天线的研发、生产和销售。,2017-03-31,709989245.36
1707,300323.XSHE,300323,XSHE,2,创业板,CNY,华灿光电,华灿光电股份有限公司,L,2012-06-01,,A,沪深A股,CHN,66150,840988800.0,675000000.0,675000000.0,湖北省武汉市东湖开发区滨湖路8号,高亮度LED外延片及芯片的研发、生产和销售,2017-03-31,3548392626.74
1708,300324.XSHE,300324,XSHE,2,创业板,CNY,旋极信息,北京旋极信息技术股份有限公司,L,2012-06-08,,A,沪深A股,CHN,62387,1172196200.0,590076500.0,590076500.0,北京市海淀区丰秀中路3号院12号楼,从事嵌入式系统的开发、生产、销售和技术服务业务,2017-03-31,5238229009.2
1709,300325.XSHE,300325,XSHE,2,创业板,CNY,德威新材,江苏德威新材料股份有限公司,L,2012-06-01,,A,沪深A股,CHN,39368,1017072400.0,794381000.0,794381000.0,江苏省太仓市沙溪镇沙南东路99号,线缆用高分子材料的研发、生产、销售。,2017-03-31,1529908437.97
1710,300326.XSHE,300326,XSHE,2,创业板,CNY,凯利泰,上海凯利泰医疗科技股份有限公司,L,2012-06-13,,A,沪深A股,CHN,65476,714920300.0,640127800.0,640127800.0,上海市浦东新区张江高科技园区东区瑞庆路528号23幢2楼,主要从事椎体成形微创介入手术系统的研发、生产和销售。,2017-03-31,1881694915.84
1711,300327.XSHE,300327,XSHE,2,创业板,CNY,中颖电子,中颖电子股份有限公司,L,2012-06-13,,A,沪深A股,CHN,65617,190176500.0,188191700.0,188191700.0,上海市长宁区金钟路767弄3号,"IC产品的设计和销售,并提供相关的售后服务及技术服务。",2017-03-31,738911671.64
1712,300328.XSHE,300328,XSHE,2,创业板,CNY,宜安科技,东莞宜安科技股份有限公司,L,2012-06-19,,A,沪深A股,CHN,66111,409770000.0,409770000.0,409770000.0,广东省东莞市清溪镇银泉工业区,铝合金、镁合金等轻合金精密压铸件的研发、设计、生产和销售。,2017-03-31,784351181.23
1713,300329.XSHE,300329,XSHE,2,创业板,CNY,海伦钢琴,海伦钢琴股份有限公司,L,2012-06-19,,A,沪深A股,CHN,38670,251289900.0,250884900.0,250884900.0,浙江省宁波市北仑区龙潭山路36号,钢琴及其核心部件码克的研发、生产和销售。,2017-03-31,814352225.87
1714,300330.XSHE,300330,XSHE,2,创业板,CNY,华虹计通,上海华虹计通智能系统股份有限公司,L,2012-06-19,,A,沪深A股,CHN,65681,168517300.0,167579300.0,167579300.0,上海市锦绣东路2777弄9号楼,轨道交通自动售检票系统业务、城市通卡收费系统业务和RFID物品识别与物流管理业务。,2017-03-31,376423875.03
1715,300331.XSHE,300331,XSHE,2,创业板,CNY,苏大维格,苏州苏大维格光电科技股份有限公司,L,2012-06-28,,A,沪深A股,CHN,39261,226048800.0,129592200.0,129592200.0,江苏省苏州市苏州工业园区科教创新区新昌路68号,"微纳光学产品的设计、开发与制造,关键制造设备的研制和相关技术的研发服务。",2017-03-31,1346939105.2
1716,300332.XSHE,300332,XSHE,2,创业板,CNY,天壕环境,天壕环境股份有限公司,L,2012-06-28,,A,沪深A股,CHN,65491,901602100.0,633344700.0,633344700.0,北京市海淀区西直门北大街32号枫蓝国际中心2号楼906室,余热发电合同能源管理服务。,2017-03-31,3607962317.21
1717,300333.XSHE,300333,XSHE,2,创业板,CNY,兆日科技,深圳兆日科技股份有限公司,L,2012-06-28,,A,沪深A股,CHN,66166,336000000.0,330895100.0,330895100.0,广东省深圳市福田区车公庙泰然八路泰然大厦C座1605,"公司自成立以来,一直专注于票据防伪领域,将现代密码技术为核心的信息安全技术应用于票据防伪,为客户提供基于密码技术的票据防伪产品和防伪解决方案。",2017-03-31,868046009.59
1718,300334.XSHE,300334,XSHE,2,创业板,CNY,津膜科技,天津膜天膜科技股份有限公司,L,2012-07-05,,A,沪深A股,CHN,66145,276037700.0,274719000.0,274719000.0,天津市经济技术开发区第11大街60号,"主要从事超、微滤膜及膜组件的研发、生产和销售,并以此为基础向客户提供专业膜法水资源化整体解决方案——包括技术方案设计、工艺设计与实施、膜单元装备集成及系统集成、运营技术支持与售后服务等。",2017-03-31,1357920308.42
1719,300335.XSHE,300335,XSHE,2,创业板,CNY,迪森股份,广州迪森热能技术股份有限公司,L,2012-07-10,,A,沪深A股,CHN,66195,361959800.0,263048800.0,263048800.0,广东省广州市经济开发区东区东众路42号,"利用生物质燃料等新型清洁能源,为客户提供热能服务。",2017-03-31,1291116689.36
1720,300336.XSHE,300336,XSHE,2,创业板,CNY,新文化,上海新文化传媒集团股份有限公司,L,2012-07-10,,A,沪深A股,CHN,66149,537548000.0,453309700.0,453309700.0,上海市虹口区东江湾路444号北区238室,影视剧的投资、制作、发行及衍生业务。,2017-03-31,2895852941.1
1721,300337.XSHE,300337,XSHE,2,创业板,CNY,银邦股份,银邦金属复合材料股份有限公司,L,2012-07-18,,A,沪深A股,CHN,66152,821920000.0,708013500.0,708013500.0,江苏省无锡市新区鸿山街道后宅鸿山路99号,铝合金复合材料、铝基多金属复合材料以及铝合金非复合材料的研究、生产和销售业务。,2017-03-31,1555934132.6
1722,300338.XSHE,300338,XSHE,2,创业板,CNY,开元股份,长沙开元仪器股份有限公司,L,2012-07-26,,A,沪深A股,CHN,66142,339619700.0,168529700.0,168529700.0,湖南省长沙市长沙经济技术开发区开元路172号,提供燃料智能化管理系统化解决方案、智能煤质检测仪器设备,2017-03-31,2045041025.11
1723,300339.XSHE,300339,XSHE,2,创业板,CNY,润和软件,江苏润和软件股份有限公司,L,2012-07-18,,A,沪深A股,CHN,46309,715466800.0,435332200.0,435332200.0,江苏省南京市雨花台区软件大道168号,为国际、国内客户提供专业领域的软件外包服务。,2017-03-31,3584774525.96
1724,300340.XSHE,300340,XSHE,2,创业板,CNY,科恒股份,江门市科恒实业股份有限公司,L,2012-07-26,,A,沪深A股,CHN,40302,117858200.0,81838600.0,81838600.0,广东省江门市江海区滘头工业区滘兴南路22号,高性能稀土发光材料的研发、生产和销售。,2017-03-31,1307796803.86
1725,300341.XSHE,300341,XSHE,2,创业板,CNY,麦迪电气,麦克奥迪(厦门)电气股份有限公司,L,2012-07-26,,A,沪深A股,CHN,66146,510211400.0,368694400.0,368694400.0,福建省厦门市火炬高新区(翔安)产业区舫山南路808号,主要从事输配电设备核心部件-环氧绝缘件的研发、生产和销售。,2017-03-31,1016486990.92
1726,300342.XSHE,300342,XSHE,2,创业板,CNY,天银机电,常熟市天银机电股份有限公司,L,2012-07-26,,A,沪深A股,CHN,66198,427090300.0,393331500.0,393331500.0,江苏省常熟市碧溪新区迎宾路8号,节能节材型冰箱压缩机零部件的研发、生产和销售。,2017-03-31,1287519844.56
1727,300343.XSHE,300343,XSHE,2,创业板,CNY,联创互联,山东联创互联网传媒股份有限公司,L,2012-08-01,,A,沪深A股,CHN,66168,590392700.0,325336900.0,325336900.0,山东省淄博市张店区东部化工区昌国东路219号,新兴互联网及相关服务行业和化学原料、化学制品制造,2017-03-31,4048797236.71
1728,300344.XSHE,300344,XSHE,2,创业板,CNY,太空板业,北京太空板业股份有限公司,L,2012-08-01,,A,沪深A股,CHN,66173,337747200.0,193369400.0,193369400.0,北京市丰台区科学城中核路1号3号楼12层,太空板(发泡水泥复合板)系列产品的研发、设计、生产、销售及安装,2017-03-31,672633431.53
1729,300345.XSHE,300345,XSHE,2,创业板,CNY,红宇新材,湖南红宇耐磨新材料股份有限公司,L,2012-08-01,,A,沪深A股,CHN,40411,441295400.0,324768700.0,324768700.0,湖南省长沙市岳麓区银杉路031号(绿地中央广场)6栋31楼,"专业从事耐磨铸件产品的研发、设计、生产、销售和应用技术服务,并为客户量身定制耐磨铸件应用技术解决方案。",2017-03-31,858474915.39
1730,300346.XSHE,300346,XSHE,2,创业板,CNY,南大光电,江苏南大光电材料股份有限公司,L,2012-08-07,,A,沪深A股,CHN,66165,160864000.0,127572100.0,127572100.0,江苏省苏州市工业园区翠薇街9号月亮湾国际商务中心701-702,从事光电新材料MO源的研发、生产和销售。,2017-03-31,1213706184.36
1731,300347.XSHE,300347,XSHE,2,创业板,CNY,泰格医药,杭州泰格医药科技股份有限公司,L,2012-08-17,,A,沪深A股,CHN,66130,500176500.0,437440000.0,437440000.0,浙江省杭州市滨江区江南大道618号东冠大厦15-16层,为医药产品研发提供I至IV期临床试验技术服务、数据管理、统计分析、注册申报等临床研究服务。,2017-03-31,1952603812.93
1732,300348.XSHE,300348,XSHE,2,创业板,CNY,长亮科技,深圳市长亮科技股份有限公司,L,2012-08-17,,A,沪深A股,CHN,66138,299374900.0,166572100.0,166572100.0,广东省深圳市南山区沙河西路深圳湾科技生态园一区2栋A座5层,"提供商业银行IT解决方案与服务,计算机软、硬件的技术开发、技术服务及相应的系统集成。",2017-03-31,997170466.37
1733,300349.XSHE,300349,XSHE,2,创业板,CNY,金卡智能,金卡智能集团股份有限公司,L,2012-08-17,,A,沪深A股,CHN,66112,234973000.0,149269200.0,149269200.0,浙江省杭州市经济技术开发区金乔街158号,"主要从事智能燃气表及燃气计量管理系统的研发、生产、销售,致力于为燃气公司提供燃气计量、结算收费、组网传输、在线监测、流量调配的整体解决方案。",2017-03-31,2806373639.49
1734,300350.XSHE,300350,XSHE,2,创业板,CNY,华鹏飞,深圳市华鹏飞现代物流股份有限公司,L,2012-08-21,,A,沪深A股,CHN,62398,533640400.0,221270300.0,221270300.0,广东省深圳市龙岗区坂田街道南坑社区水库路4号,综合物流服务以及供应链商品销售,2017-03-31,1962049186.77
1735,300351.XSHE,300351,XSHE,2,创业板,CNY,永贵电器,浙江永贵电器股份有限公司,L,2012-09-20,,A,沪深A股,CHN,66231,384606400.0,210860100.0,210860100.0,浙江省台州市天台县白鹤镇东园路5号(西工业区),轨道交通连接器产品的研发、生产和销售。,2017-03-31,2721526582.67
1736,300352.XSHE,300352,XSHE,2,创业板,CNY,北信源,北京北信源软件股份有限公司,L,2012-09-12,,A,沪深A股,CHN,66121,1449824100.0,1041645000.0,1041645000.0,北京市海淀区中关村南大街34号中关村科技发展大厦C座1602室,信息安全软件产品的研发、生产、销售及技术服务。,2017-03-31,2148649896.11
1737,300353.XSHE,300353,XSHE,2,创业板,CNY,东土科技,北京东土科技股份有限公司,L,2012-09-27,,A,沪深A股,CHN,34104,516938100.0,268176800.0,268176800.0,北京市石景山区实兴大街30号院2号楼8层至12层,"研究、开发、生产和销售工业以太网交换机,并提供工业控制系统数据传输解决方案。",2017-03-31,2105976416.33
1738,300354.XSHE,300354,XSHE,2,创业板,CNY,东华测试,江苏东华测试技术股份有限公司,L,2012-09-20,,A,沪深A股,CHN,66220,138341200.0,72563800.0,72563800.0,江苏省靖江市新港大道208号(沿江公路罗家港桥东北侧),"结构力学性能测试仪器及配套软件的研发、生产和销售,并提供应用解决方案和技术服务。",2017-03-31,340920134.32
1739,300355.XSHE,300355,XSHE,2,创业板,CNY,蒙草生态,内蒙古蒙草生态环境(集团)股份有限公司,L,2012-09-27,,A,沪深A股,CHN,66126,1604242000.0,1082663600.0,1082663600.0,内蒙古自治区呼和浩特市公园南路39号银都大厦B座3层,在我国干旱半干旱地区运用蒙草进行节约型生态环境建设。,2017-03-31,3098925705.18
1740,300356.XSHE,300356,XSHE,2,创业板,CNY,光一科技,光一科技股份有限公司,L,2012-10-09,,A,沪深A股,CHN,66151,415304700.0,308505900.0,308505900.0,江苏省南京市江宁区润麒路86号,智能用电信息采集系统的软、硬件研发、生产、销售及服务。,2017-03-31,1509595912.16
1741,300357.XSHE,300357,XSHE,2,创业板,CNY,我武生物,浙江我武生物科技股份有限公司,L,2014-01-21,,A,沪深A股,CHN,66235,161600000.0,93424000.0,93424000.0,浙江省湖州市德清县武康镇志远北路636号,研发、生产和销售生物医药类产品。,2017-03-31,693781775.98
1742,300358.XSHE,300358,XSHE,2,创业板,CNY,楚天科技,楚天科技股份有限公司,L,2014-01-21,,A,沪深A股,CHN,65323,446331200.0,146565200.0,146565200.0,湖南省长沙市宁乡县玉潭镇新康路1号,水剂类制药装备的研发、设计、生产、销售和服务。,2017-03-31,1696430558.62
1743,300359.XSHE,300359,XSHE,2,创业板,CNY,全通教育,全通教育集团(广东)股份有限公司,L,2014-01-21,,A,沪深A股,CHN,66215,633772500.0,387355900.0,387355900.0,广东省中山市东区中山四路88号尚峰金融商务中心5座17-18层,"综合利用移动通信和互联网技术手段,采用与基础运营商合作发展的模式,为中小学校(幼儿园)及学生家长提供即时、便捷、高效的沟通互动服务。",2017-03-31,2119367584.44
1744,300360.XSHE,300360,XSHE,2,创业板,CNY,炬华科技,杭州炬华科技股份有限公司,L,2014-01-21,,A,沪深A股,CHN,66144,362677500.0,267980700.0,267980700.0,浙江省杭州市余杭区仓前街道龙潭路9号,电能计量仪表和用电信息采集系统产品研发、生产与销售。,2017-03-31,1353666568.04
1745,300361.XSHE,300361,XSHE,2,创业板,CNY,奥赛康,江苏奥赛康药业股份有限公司,O,,,A,沪深A股,CHN,66058,210000000.0,0.0,,江苏省南京市江宁区科学园科建路699号,主要从事消化类、抗肿瘤类及其他药品的研发、生产和销售。,2013-09-30,788535844.05
1746,300362.XSHE,300362,XSHE,2,创业板,CNY,天翔环境,成都天翔环境股份有限公司,L,2014-01-21,,A,沪深A股,CHN,53374,435399200.0,190513800.0,190513800.0,四川省成都市青白江区大同路188号,大型节能环保及清洁能源设备的研发、生产和销售。,2017-03-31,1797582015.19
1747,300363.XSHE,300363,XSHE,2,创业板,CNY,博腾股份,重庆博腾制药科技股份有限公司,L,2014-01-29,,A,沪深A股,CHN,66161,424957200.0,307832200.0,307832200.0,重庆市北碚区水土园区方正大道重庆博腾制药科技股份有限公司新药外包服务基地研发中心,"按照国际标准为跨国制药公司和生物技术公司提供医药定制研发生产服务,主要产品是创新药医药中间体。",2017-03-31,1399211558.54
1748,300364.XSHE,300364,XSHE,2,创业板,CNY,中文在线,中文在线数字出版集团股份有限公司,L,2015-01-21,,A,沪深A股,CHN,66503,284752600.0,136537400.0,136537400.0,北京市东城区安定门东大街28号2号楼9层905号,公司主要提供数字阅读产品、数字出版运营服务和数字内容增值服务。,2017-03-31,2543290622.08
1749,300365.XSHE,300365,XSHE,2,创业板,CNY,恒华科技,北京恒华伟业科技股份有限公司,L,2014-01-23,,A,沪深A股,CHN,66232,175905100.0,103267800.0,103267800.0,北京市东城区安定门外大街138号皇城国际中心A座12层,"面向智能电网的信息化服务供应商,致力于运用信息技术、物联网技术,并秉承信息技术与物联网技术相结合的理念,为智能电网提供全生命周期的一体化、专业化信息服务。",2017-03-31,747906854.84
1750,300366.XSHE,300366,XSHE,2,创业板,CNY,创意信息,四川创意信息技术股份有限公司,L,2014-01-27,,A,沪深A股,CHN,42475,525576100.0,200882300.0,200882300.0,四川省成都市高新西区西芯大道28号,"电信外包服务中的电信级数据网络系统解决方案及技术服务,即为行业客户提供电信级数据网络和核心业务支撑平台系统的咨询评估、规划设计、开发调测、部署集成、运营支撑和优化调整一站式综合技术服务。",2017-03-31,2857549819.25
1751,300367.XSHE,300367,XSHE,2,创业板,CNY,东方网力,东方网力科技股份有限公司,L,2014-01-29,,A,沪深A股,CHN,66243,855445100.0,393514400.0,393514400.0,北京市朝阳区阜通东大街1号望京SOHO塔二C座26层,城市视频监控管理平台的研发、制造、销售及提供相关技术服务。,2017-03-31,3319165578.78
1752,300368.XSHE,300368,XSHE,2,创业板,CNY,汇金股份,河北汇金机电股份有限公司,L,2014-01-23,,A,沪深A股,CHN,66154,550336800.0,256146100.0,256146100.0,河北省石家庄市高新技术产业开发区湘江道209号,金融机具的研发、生产、销售及服务。,2017-03-31,1292420028.63
1753,300369.XSHE,300369,XSHE,2,创业板,CNY,绿盟科技,北京神州绿盟信息安全科技股份有限公司,L,2014-01-29,,A,沪深A股,CHN,66191,796601800.0,507999900.0,507999900.0,北京市海淀区北洼路4号益泰大厦5层,信息安全产品的研发、生产、销售及提供专业安全服务。,2017-03-31,1866097662.4
1754,300370.XSHE,300370,XSHE,2,创业板,CNY,安控科技,北京安控科技股份有限公司,L,2014-01-23,,A,沪深A股,CHN,33170,958682700.0,582193200.0,582193200.0,北京市海淀区地锦路9号院6号楼,"RTU产品的研发、生产、销售,以RTU产品为应用核心的远程测控系统整体解决方案的提供与实施,以及相关运维与技术服务。公司拥有完整的RTU产品产业链。",2017-03-31,1316905417.85
1755,300371.XSHE,300371,XSHE,2,创业板,CNY,汇中股份,汇中仪表股份有限公司,L,2014-01-23,,A,沪深A股,CHN,66714,120000000.0,56130200.0,56130200.0,河北省唐山市高新技术产业开发区高新西道126号,超声热量表、超声水表、超声流量计及相关产品的开发、制造和销售。,2017-03-31,544530926.23
1756,300372.XSHE,300372,XSHE,2,创业板,CNY,欣泰电气,丹东欣泰电气股份有限公司,S,2014-01-27,,A,沪深A股,CHN,43734,171557200.0,98730900.0,98730900.0,辽宁省丹东市振安区东平大街159号,"从事节能型输变电设备及无功补偿装置等电网性能优化设备制造,为电网输、配、用电系统提供安全、高效、节能、环保的用电设备和技术解决方案的电力综合服务供应商。公司主营业务是节能型变压器等输变电设备和无功补偿装置等系列电网性能优化设备的研发、设计、生产和销售,产品广泛运用于电网、风力发电、石油化工、冶金、煤炭、电气化铁路、光伏发电等领域。",2017-03-31,529091287.24
1757,300373.XSHE,300373,XSHE,2,创业板,CNY,扬杰科技,扬州扬杰电子科技股份有限公司,L,2014-01-23,,A,沪深A股,CHN,66241,472490900.0,179984500.0,179984500.0,江苏省扬州市维扬经济开发区荷叶西路6号,"公司集研发、生产、销售于一体,专业致力于半导体器件制造、集成电路封装测试等高端领域的产业发展。",2017-03-31,2083919521.01
1758,300374.XSHE,300374,XSHE,2,创业板,CNY,恒通科技,北京恒通创新赛木科技股份有限公司,L,2015-03-19,,A,沪深A股,CHN,66217,194680100.0,117404000.0,117404000.0,北京市房山区长阳万兴路86-5号,从事以无机集料阻燃木塑复合墙板为核心产品的、可循环再利用新型建筑材料的研发、生产、销售及组装。,2017-03-31,835100560.1
1759,300375.XSHE,300375,XSHE,2,创业板,CNY,鹏翎股份,天津鹏翎胶管股份有限公司,L,2014-01-27,,A,沪深A股,CHN,40700,185784400.0,123584200.0,123584200.0,天津市滨海新区中塘工业区葛万公路1703号,汽车用胶管的科研、开发、生产和销售。,2017-03-31,1304621591.6
1760,300376.XSHE,300376,XSHE,2,创业板,CNY,易事特,易事特集团股份有限公司,L,2014-01-27,,A,沪深A股,CHN,66229,2303834600.0,690413600.0,690413600.0,广东省东莞市松山湖科技产业园区工业北路6号,本公司主要从事UPS等功率电子装置的研发、生产、销售和服务。,2017-03-31,3782463187.0
1761,300377.XSHE,300377,XSHE,2,创业板,CNY,赢时胜,深圳市赢时胜信息技术股份有限公司,L,2014-01-27,,A,沪深A股,CHN,66223,742533400.0,496350100.0,496350100.0,广东省深圳市南山区侨香路4068号智慧广场B栋1101室,为金融机构及其高端客户的资产管理业务和托管业务提供整体信息化建设解决方案的应用软件及增值服务,2017-03-31,2620424689.94
1762,300378.XSHE,300378,XSHE,2,创业板,CNY,鼎捷软件,鼎捷软件股份有限公司,L,2014-01-27,,A,沪深A股,CHN,66212,260969900.0,260969900.0,260969900.0,上海市静安区江场路1377弄7号20层,以自制ERP软件为核心的企业管理软件的研发、销售、实施及服务。,2017-03-31,1170115012.44
1763,300379.XSHE,300379,XSHE,2,创业板,CNY,东方通,北京东方通科技股份有限公司,L,2014-01-28,,A,沪深A股,CHN,47969,277031700.0,175704200.0,175704200.0,北京市海淀区彩和坊路10号1+1大厦3层,从事中间件产品的研发、销售和相关技术服务的软件企业。,2017-03-31,1785278382.2
1764,300380.XSHE,300380,XSHE,2,创业板,CNY,安硕信息,上海安硕信息技术股份有限公司,L,2014-01-28,,A,沪深A股,CHN,66170,137440000.0,59927000.0,59927000.0,上海市杨浦区国泰路11号2308室,"向以银行为主的金融机构提供信贷资产管理及风险管理领域的一体化IT解决方案,包括软件开发、实施、维护、业务咨询和相关服务。",2017-03-31,411050372.62
1765,300381.XSHE,300381,XSHE,2,创业板,CNY,溢多利,广东溢多利生物科技股份有限公司,L,2014-01-28,,A,沪深A股,CHN,46507,406755400.0,144051800.0,144051800.0,广东省珠海市南屏高科技工业区屏北一路8号,主要从事饲用酶制剂的研发、生产和销售,2017-03-31,2069095160.32
1766,300382.XSHE,300382,XSHE,2,创业板,CNY,斯莱克,苏州斯莱克精密设备股份有限公司,L,2014-01-29,,A,沪深A股,CHN,66094,125172300.0,64242800.0,64242800.0,江苏省苏州市吴中区胥口镇孙武路1028号,易拉盖、罐高速生产设备、易拉盖、罐高速生产设备系统改造、智能检测设备、易拉盖、罐高速生产设备零备件,2017-03-31,998718763.91
1767,300383.XSHE,300383,XSHE,2,创业板,CNY,光环新网,北京光环新网科技股份有限公司,L,2014-01-29,,A,沪深A股,CHN,66114,1446351400.0,979755600.0,979755600.0,北京市东城区东中街9号东环广场A座2A,宽带接入服务、IDC及其增值服务以及其他互联网综合服务,2017-03-31,6527235104.29
1768,300384.XSHE,300384,XSHE,2,创业板,CNY,三联虹普,北京三联虹普新合纤技术服务股份有限公司,L,2014-08-01,,A,沪深A股,CHN,66230,167452900.0,53541700.0,53541700.0,"北京市朝阳区望京广泽路2号院(西区)3号楼W-301,W-302,W-303","为锦纶切片及纤维生产厂商建立生产线提供技术方案设计,设备集成服务,最终以“交钥匙工程”形式向客户交付(具体服务内容包括技术方案设计、工程设计、主工艺非标设备设计及制造、技术实施、系统集成、运营技术支持和后续服务等)",2017-03-31,873754461.53
